"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","population","TE","BH","signif"
"GYPSY-10_DMOJ-LTR1",711.319620557863,0.0111862853874867,0.106707017386383,0.104831768907769,0.916509300988513,0.999945529425441,"makindu vs chicharo","GYPSY-10_DMOJ-LTR",0.999945529425441,FALSE
"GYPSY-10_DPER-I1",28.0170446056608,0.0318863101175765,0.105563396637807,0.302058394606038,0.762607548166968,0.999945529425441,"makindu vs chicharo","GYPSY-10_DPER-I",0.999945529425441,FALSE
"GYPSY-10_DPER-LTR1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY-10_DPER-LTR",0.999945529425441,FALSE
"GYPSY-10_DRH-I1",20.2135281478722,0.00965062970047168,0.102562369828669,0.094095229240443,0.925033510083168,0.999945529425441,"makindu vs chicharo","GYPSY-10_DRH-I",0.999945529425441,FALSE
"GYPSY-10_DRH-LTR1",6.23465518463209,0.00290252412498776,0.0927351960859862,0.0312990563183419,0.975031042989521,0.999945529425441,"makindu vs chicharo","GYPSY-10_DRH-LTR",0.999945529425441,FALSE
"GYPSY-10_DSIM-I1",2235.33973623454,0.0280453237472228,0.108746308152733,0.257896789542807,0.796486562649001,0.999945529425441,"makindu vs chicharo","GYPSY-10_DSIM-I",0.999945529425441,FALSE
"GYPSY-10_DTA-I1",139.342586886601,-0.00344575578393427,0.114826365347589,-0.0300084024562102,0.976060351998743,0.999945529425441,"makindu vs chicharo","GYPSY-10_DTA-I",0.999945529425441,FALSE
"GYPSY-10_DTA-LTR1",1.69746649488522,-0.00552256566719351,0.070451948951234,-0.0783876918865107,0.937519663856258,0.999945529425441,"makindu vs chicharo","GYPSY-10_DTA-LTR",0.999945529425441,FALSE
"GYPSY-10_DVIR-I1",275.986871290955,-0.0264167887280244,0.107368460718946,-0.246038627648528,0.805652330835605,0.999945529425441,"makindu vs chicharo","GYPSY-10_DVIR-I",0.999945529425441,FALSE
"GYPSY-10_DVIR-LTR1",64.3278348691103,-0.017551419838497,0.109399720683859,-0.16043386334794,0.872539315998107,0.999945529425441,"makindu vs chicharo","GYPSY-10_DVIR-LTR",0.999945529425441,FALSE
"GYPSY-10_DWIL-I1",16.3622225994423,-0.00341219206236008,0.102299416373211,-0.0333549514096118,0.973391533222698,0.999945529425441,"makindu vs chicharo","GYPSY-10_DWIL-I",0.999945529425441,FALSE
"GYPSY101",345.900096822338,0.0181120596024743,0.10876994861853,0.166517129340527,0.867750004090364,0.999945529425441,"makindu vs chicharo","GYPSY10",0.999945529425441,FALSE
"GYPSY10-I_DPSE1",181.986550776508,-0.0148478716007078,0.0896491080868481,-0.1656220783181,0.868454371270712,0.999945529425441,"makindu vs chicharo","GYPSY10-I_DPSE",0.999945529425441,FALSE
"GYPSY10-I_DYA:GYPSY10-LTR_DYA1",2.95535529516642,0.0126559594109836,0.0827553374801299,0.152932243361612,0.878451708463306,0.999945529425441,"makindu vs chicharo","GYPSY10-I_DYA:GYPSY10-LTR_DYA",0.999945529425441,FALSE
"GYPSY10-I_DYA1",135.387864809179,-0.0157688142222094,0.114907068164591,-0.137231020459267,0.890848192076611,0.999945529425441,"makindu vs chicharo","GYPSY10-I_DYA",0.999945529425441,FALSE
"GYPSY10_I-INT:GYPSY10_LTR1",252.071076380248,0.0411218492654067,0.107348961293403,0.383067043872122,0.701670054454865,0.999945529425441,"makindu vs chicharo","GYPSY10_I-INT:GYPSY10_LTR",0.999945529425441,FALSE
"GYPSY10_I-INT1",613.29852312225,0.028522603341494,0.105030287591001,0.271565507395011,0.785956124116993,0.999945529425441,"makindu vs chicharo","GYPSY10_I-INT",0.999945529425441,FALSE
"GYPSY10-LTR_DPSE1",1.91964742302256,0.0577497719122381,0.0729861552772367,0.791242828079881,0.428802303722074,0.999945529425441,"makindu vs chicharo","GYPSY10-LTR_DPSE",0.999945529425441,FALSE
"GYPSY10-LTR_DYA:GYPSY10-I_DYA1",23.5374630834628,-0.0219111488415428,0.101609837444079,-0.215640034397275,0.829268346951364,0.999945529425441,"makindu vs chicharo","GYPSY10-LTR_DYA:GYPSY10-I_DYA",0.999945529425441,FALSE
"GYPSY10-LTR_DYA1",7.92909331514055,0.0339470418671605,0.0980925049303963,0.346071719661439,0.729288816209523,0.999945529425441,"makindu vs chicharo","GYPSY10-LTR_DYA",0.999945529425441,FALSE
"GYPSY10_LTR:GYPSY10_I-INT1",1325.86642744304,0.0298631808254775,0.0904063783570105,0.330321614118301,0.741156962955232,0.999945529425441,"makindu vs chicharo","GYPSY10_LTR:GYPSY10_I-INT",0.999945529425441,FALSE
"GYPSY10_LTR1",20.9760891970782,0.0370260859985872,0.0982237154412541,0.376956683345295,0.706205795996987,0.999945529425441,"makindu vs chicharo","GYPSY10_LTR",0.999945529425441,FALSE
"GYPSY-11_DAN-I1",53.1202360427588,0.00375308854824669,0.112342905127414,0.0334074372030001,0.973349678944192,0.999945529425441,"makindu vs chicharo","GYPSY-11_DAN-I",0.999945529425441,FALSE
"GYPSY-11_DAN-LTR1",1120.641239912,-0.0331590029065109,0.104477696681128,-0.317378770396463,0.750956213944277,0.999945529425441,"makindu vs chicharo","GYPSY-11_DAN-LTR",0.999945529425441,FALSE
"GYPSY-11_DBI-I1",169.414461462973,0.0612965035245006,0.0964874742381382,0.635279387386764,0.525246214679874,0.999945529425441,"makindu vs chicharo","GYPSY-11_DBI-I",0.999945529425441,FALSE
"GYPSY-11_DBP-I1",632.252623083901,-0.00888150454145667,0.0930751277767261,-0.0954229637241232,0.923978876886642,0.999945529425441,"makindu vs chicharo","GYPSY-11_DBP-I",0.999945529425441,FALSE
"GYPSY-11_DEL-I1",40.7851078144684,0.00156390156111217,0.111575518717872,0.0140165296032961,0.988816793615929,0.999945529425441,"makindu vs chicharo","GYPSY-11_DEL-I",0.999945529425441,FALSE
"GYPSY-11_DEU-I1",19.666816998786,-0.0131402400134928,0.1006060221293,-0.130610869363316,0.896083143882334,0.999945529425441,"makindu vs chicharo","GYPSY-11_DEU-I",0.999945529425441,FALSE
"GYPSY-11_DFI-I:GYPSY-11_DFI-LTR1",11.0326029405458,-0.0197969787834873,0.0969135680145117,-0.20427458393156,0.838138930288233,0.999945529425441,"makindu vs chicharo","GYPSY-11_DFI-I:GYPSY-11_DFI-LTR",0.999945529425441,FALSE
"GYPSY-11_DFI-I1",79.4101112743752,-0.00261515707439549,0.113848147603849,-0.0229705720245471,0.981673746875602,0.999945529425441,"makindu vs chicharo","GYPSY-11_DFI-I",0.999945529425441,FALSE
"GYPSY-11_DPER-I1",34.6725198719646,0.00759183033722494,0.110936989402695,0.0684337151936494,0.945440383885365,0.999945529425441,"makindu vs chicharo","GYPSY-11_DPER-I",0.999945529425441,FALSE
"GYPSY-11_DPER-LTR1",7.23608620888983,-0.000971598087947276,0.097468670087241,-0.00996831173624951,0.992046569686996,0.999945529425441,"makindu vs chicharo","GYPSY-11_DPER-LTR",0.999945529425441,FALSE
"GYPSY-11_DRH-I1",276.392774397769,-0.0197179669819822,0.093997704995269,-0.209770727731859,0.833846620622211,0.999945529425441,"makindu vs chicharo","GYPSY-11_DRH-I",0.999945529425441,FALSE
"GYPSY-11_DRH-LTR1",10.9916848199113,0.00140001324889425,0.102432069152658,0.0136677239899135,0.989095073567039,0.999945529425441,"makindu vs chicharo","GYPSY-11_DRH-LTR",0.999945529425441,FALSE
"GYPSY-11_DSIM-I:GYPSY-11_DSIM-LTR1",977.250882442776,0.0167283531955254,0.0907236848016868,0.184387938299595,0.853709131435146,0.999945529425441,"makindu vs chicharo","GYPSY-11_DSIM-I:GYPSY-11_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-11_DSIM-I1",13479.2800414045,0.0124038339035454,0.095994762083958,0.129213653268883,0.897188593031826,0.999945529425441,"makindu vs chicharo","GYPSY-11_DSIM-I",0.999945529425441,FALSE
"GYPSY-11_DSIM-LTR:GYPSY-11_DSIM-I:GYPSY-11_DSIM-LTR1",612.705894278841,0.0148848584120696,0.0903125172002863,0.164815009851397,0.869089589458692,0.999945529425441,"makindu vs chicharo","GYPSY-11_DSIM-LTR:GYPSY-11_DSIM-I:GYPSY-11_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-11_DSIM-LTR:GYPSY-11_DSIM-I1",446.626403996449,0.0197176246594308,0.091826609865986,0.21472669728532,0.829980406626734,0.999945529425441,"makindu vs chicharo","GYPSY-11_DSIM-LTR:GYPSY-11_DSIM-I",0.999945529425441,FALSE
"GYPSY-11_DSIM-LTR1",207.392239575054,0.0230213169238446,0.0948291843343028,0.242766159863689,0.808186551950463,0.999945529425441,"makindu vs chicharo","GYPSY-11_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-11_DTA-I1",54.1493015594996,0.006351109297164,0.112372670665679,0.0565182731667847,0.954928938909319,0.999945529425441,"makindu vs chicharo","GYPSY-11_DTA-I",0.999945529425441,FALSE
"GYPSY-11_DTA-LTR1",13.4267940051979,0.0808222335332081,0.0954883240574773,0.846409593329533,0.397324288609141,0.999945529425441,"makindu vs chicharo","GYPSY-11_DTA-LTR",0.999945529425441,FALSE
"GYPSY-11_DVIR-I1",361.351658784907,3.12542371986748e-05,0.0976472341153467,0.000320072938899175,0.999744618748082,0.999945529425441,"makindu vs chicharo","GYPSY-11_DVIR-I",0.999945529425441,FALSE
"GYPSY-11_DVIR-LTR1",57.0372357633909,0.0131847475267585,0.103456269929476,0.127442711164304,0.898590013195538,0.999945529425441,"makindu vs chicharo","GYPSY-11_DVIR-LTR",0.999945529425441,FALSE
"GYPSY-11_DWIL-I1",5.90837060772785,-0.0300822023324329,0.0940522451423929,-0.319845659047151,0.749085333307333,0.999945529425441,"makindu vs chicharo","GYPSY-11_DWIL-I",0.999945529425441,FALSE
"GYPSY-11_DWIL-LTR1",0.0945369461059088,0.00932261890554725,0.0223400317704903,0.417305534805095,0.676454940630551,0.999945529425441,"makindu vs chicharo","GYPSY-11_DWIL-LTR",0.999945529425441,FALSE
"GYPSY111",91.6969254624846,-0.00895084183455947,0.112077122173321,-0.0798632375724058,0.936346028568288,0.999945529425441,"makindu vs chicharo","GYPSY11",0.999945529425441,FALSE
"GYPSY11-I_DPSE1",65.2128414768273,0.000670127943257477,0.108638618313759,0.00616841371566494,0.995078349142564,0.999945529425441,"makindu vs chicharo","GYPSY11-I_DPSE",0.999945529425441,FALSE
"GYPSY11-I_DYA1",1256.95937059902,-0.0185346960347407,0.113399906514681,-0.163445426053691,0.870167738913252,0.999945529425441,"makindu vs chicharo","GYPSY11-I_DYA",0.999945529425441,FALSE
"GYPSY11_I-INT:GYPSY11_LTR1",32.9820083218645,-0.00103964608817369,0.10164565605136,-0.0102281408626884,0.991839266609196,0.999945529425441,"makindu vs chicharo","GYPSY11_I-INT:GYPSY11_LTR",0.999945529425441,FALSE
"GYPSY11_I-INT1",450.347309000155,-0.00480562788575125,0.106685001614552,-0.0450450186345197,0.964071425668913,0.999945529425441,"makindu vs chicharo","GYPSY11_I-INT",0.999945529425441,FALSE
"GYPSY11-LTR_DPSE1",1.37772025626521,-0.0110615490576396,0.0635356770954607,-0.174099806019536,0.861787025645885,0.999945529425441,"makindu vs chicharo","GYPSY11-LTR_DPSE",0.999945529425441,FALSE
"GYPSY11-LTR_DYA:GYPSY11-I_DYA1",16.6965266539769,-0.0207033428112131,0.106601302706554,-0.194212849989311,0.846009221598754,0.999945529425441,"makindu vs chicharo","GYPSY11-LTR_DYA:GYPSY11-I_DYA",0.999945529425441,FALSE
"GYPSY11-LTR_DYA1",2.09065352541229,0.0100878718644886,0.0729596829541977,0.138266388449378,0.890029888458307,0.999945529425441,"makindu vs chicharo","GYPSY11-LTR_DYA",0.999945529425441,FALSE
"GYPSY11_LTR:GYPSY11_I-INT1",76.3125541812628,-0.0035728413010509,0.11315185953655,-0.0315756304464162,0.97481047778347,0.999945529425441,"makindu vs chicharo","GYPSY11_LTR:GYPSY11_I-INT",0.999945529425441,FALSE
"GYPSY11_LTR1",35.0953037851678,-0.0178460387183911,0.110964339727987,-0.160826791401076,0.872229823419167,0.999945529425441,"makindu vs chicharo","GYPSY11_LTR",0.999945529425441,FALSE
"GYPSY12A_LTR:GYPSY12_I-INT:GYPSY12_LTR1",305.728328842737,0.0305189566040764,0.0991906305965776,0.307679832465239,0.758325967128611,0.999945529425441,"makindu vs chicharo","GYPSY12A_LTR:GYPSY12_I-INT:GYPSY12_LTR",0.999945529425441,FALSE
"GYPSY12A_LTR:GYPSY12_I-INT1",46.9423320650937,-0.00945161617119402,0.109005363428644,-0.0867078084408307,0.930903769558695,0.999945529425441,"makindu vs chicharo","GYPSY12A_LTR:GYPSY12_I-INT",0.999945529425441,FALSE
"GYPSY12A_LTR:GYPSY12_LTR1",16.8808180051984,0.0275463742298611,0.101652574529718,0.270985504865968,0.786402180738586,0.999945529425441,"makindu vs chicharo","GYPSY12A_LTR:GYPSY12_LTR",0.999945529425441,FALSE
"GYPSY12A_LTR1",954.381156546211,-0.00915656387747819,0.116030812044351,-0.0789149340261293,0.937100284652175,0.999945529425441,"makindu vs chicharo","GYPSY12A_LTR",0.999945529425441,FALSE
"GYPSY-12_DAN-I1",21.3343091979251,-0.0146055930844534,0.108345649948217,-0.134805532953414,0.892765631109198,0.999945529425441,"makindu vs chicharo","GYPSY-12_DAN-I",0.999945529425441,FALSE
"GYPSY-12_DAN-LTR:GYPSY-12_DAN-I:GYPSY-12_DAN-LTR1",0.0945369461059088,0.00932261890554725,0.0223400317704903,0.417305534805095,0.676454940630551,0.999945529425441,"makindu vs chicharo","GYPSY-12_DAN-LTR:GYPSY-12_DAN-I:GYPSY-12_DAN-LTR",0.999945529425441,FALSE
"GYPSY-12_DAN-LTR:GYPSY-12_DAN-I1",0.319746238620012,0.0049497371729286,0.0392325761744014,0.126163960044975,0.899602139076033,0.999945529425441,"makindu vs chicharo","GYPSY-12_DAN-LTR:GYPSY-12_DAN-I",0.999945529425441,FALSE
"GYPSY-12_DAN-LTR1",33.0141535800671,-0.0069950234495243,0.0738032783184257,-0.0947793053222397,0.924490124822994,0.999945529425441,"makindu vs chicharo","GYPSY-12_DAN-LTR",0.999945529425441,FALSE
"GYPSY-12_DBP-I1",10.3516067160218,-0.024602255458141,0.100147299615291,-0.245660697319336,0.805944898940792,0.999945529425441,"makindu vs chicharo","GYPSY-12_DBP-I",0.999945529425441,FALSE
"GYPSY-12_DBP-LTR1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY-12_DBP-LTR",0.999945529425441,FALSE
"GYPSY-12_DEL-I1",21.2686807527236,-0.0260389799679316,0.108316103587507,-0.240398048909643,0.810021690609695,0.999945529425441,"makindu vs chicharo","GYPSY-12_DEL-I",0.999945529425441,FALSE
"GYPSY-12_DEU-I1",19.7042265868515,-0.00774893553380806,0.10705629182067,-0.0723818787483158,0.942298005627889,0.999945529425441,"makindu vs chicharo","GYPSY-12_DEU-I",0.999945529425441,FALSE
"GYPSY-12_DEU-LTR1",0.712933269147083,0.0232375590650018,0.0518094690294329,0.448519537071506,0.653778289456527,0.999945529425441,"makindu vs chicharo","GYPSY-12_DEU-LTR",0.999945529425441,FALSE
"GYPSY-12_DFI-I1",323.521870670569,0.00596346934314928,0.115711699780955,0.0515373065510081,0.958897375008213,0.999945529425441,"makindu vs chicharo","GYPSY-12_DFI-I",0.999945529425441,FALSE
"GYPSY-12_DFI-LTR1",0.770164823648217,-0.00217078199252919,0.0540977034357692,-0.0401270637136489,0.967991825449992,0.999945529425441,"makindu vs chicharo","GYPSY-12_DFI-LTR",0.999945529425441,FALSE
"GYPSY-12_DPER-I1",27.1106317783559,0.0277548903218207,0.109046442949796,0.254523573360377,0.799091094694149,0.999945529425441,"makindu vs chicharo","GYPSY-12_DPER-I",0.999945529425441,FALSE
"GYPSY-12_DPER-LTR1",0.712933269147083,0.0232375590650018,0.0518094690294329,0.448519537071506,0.653778289456527,0.999945529425441,"makindu vs chicharo","GYPSY-12_DPER-LTR",0.999945529425441,FALSE
"GYPSY-12_DRH-I:GYPSY-12_DRH-LTR1",4.40651634333868,0.0131746985666585,0.0868005441198412,0.151781290085795,0.879359439495557,0.999945529425441,"makindu vs chicharo","GYPSY-12_DRH-I:GYPSY-12_DRH-LTR",0.999945529425441,FALSE
"GYPSY-12_DRH-I1",33.6663059480327,-0.00144045345953029,0.110007978412999,-0.0130940817230769,0.989552732895441,0.999945529425441,"makindu vs chicharo","GYPSY-12_DRH-I",0.999945529425441,FALSE
"GYPSY-12_DRH-LTR:GYPSY-12_DRH-I1",8.08389018012435,-0.00858205492147649,0.0982041929629114,-0.0873899032469792,0.930361594716446,0.999945529425441,"makindu vs chicharo","GYPSY-12_DRH-LTR:GYPSY-12_DRH-I",0.999945529425441,FALSE
"GYPSY-12_DRH-LTR1",120.644050358701,-0.0193005738515849,0.110219025468188,-0.175111091479896,0.860992343189999,0.999945529425441,"makindu vs chicharo","GYPSY-12_DRH-LTR",0.999945529425441,FALSE
"GYPSY-12_DSIM-I:GYPSY-12_DSIM-LTR1",488.211646798845,0.00467208950670289,0.103817766485533,0.0450027934992603,0.96410508232154,0.999945529425441,"makindu vs chicharo","GYPSY-12_DSIM-I:GYPSY-12_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-12_DSIM-I1",2502.189495816,0.00313951057561601,0.112128832782047,0.0279991372220784,0.977662839275294,0.999945529425441,"makindu vs chicharo","GYPSY-12_DSIM-I",0.999945529425441,FALSE
"GYPSY-12_DSIM-LTR:GYPSY-12_DSIM-I1",335.484318073516,0.00598495287269627,0.0991035530911254,0.0603909010930529,0.951844305307891,0.999945529425441,"makindu vs chicharo","GYPSY-12_DSIM-LTR:GYPSY-12_DSIM-I",0.999945529425441,FALSE
"GYPSY-12_DSIM-LTR1",348.924900787947,0.00896251641203339,0.109697889731386,0.0817018124412386,0.934883837060594,0.999945529425441,"makindu vs chicharo","GYPSY-12_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-12_DTA-I1",387.443062607935,0.0173919559579043,0.0966888321716796,0.179875540610764,0.857250277749711,0.999945529425441,"makindu vs chicharo","GYPSY-12_DTA-I",0.999945529425441,FALSE
"GYPSY-12_DTA-LTR:GYPSY-12_DTA-I1",10.48227906243,-0.0274916292001981,0.100407945042598,-0.273799341163041,0.784238829954944,0.999945529425441,"makindu vs chicharo","GYPSY-12_DTA-LTR:GYPSY-12_DTA-I",0.999945529425441,FALSE
"GYPSY-12_DTA-LTR1",31.940931923397,-0.0133402442529763,0.100987837929915,-0.132097532994362,0.894907147198933,0.999945529425441,"makindu vs chicharo","GYPSY-12_DTA-LTR",0.999945529425441,FALSE
"GYPSY-12_DVIR-I1",42.4799244407015,0.0277946947167873,0.111481028557892,0.249322194783605,0.803111564340444,0.999945529425441,"makindu vs chicharo","GYPSY-12_DVIR-I",0.999945529425441,FALSE
"GYPSY-12_DVIR-LTR1",7.67136261335044,0.0342216187354333,0.0958865204578149,0.35689707554347,0.721168859066914,0.999945529425441,"makindu vs chicharo","GYPSY-12_DVIR-LTR",0.999945529425441,FALSE
"GYPSY-12_DWIL-I1",69.6871561451693,0.000450216167382441,0.113684685736847,0.00396021825159972,0.996840211258975,0.999945529425441,"makindu vs chicharo","GYPSY-12_DWIL-I",0.999945529425441,FALSE
"GYPSY121",7630.05804463165,-0.00445346279941895,0.0903104301731434,-0.0493128289930716,0.960669995898912,0.999945529425441,"makindu vs chicharo","GYPSY12",0.999945529425441,FALSE
"GYPSY12-I_DPSE1",366.916784536525,-0.0172030880427894,0.115255724098336,-0.149260161934445,0.881348349245972,0.999945529425441,"makindu vs chicharo","GYPSY12-I_DPSE",0.999945529425441,FALSE
"GYPSY12-I_DYA:GYPSY12-LTR_DYA1",71.9229385191205,0.0284302912885904,0.113149134763526,0.251263885914885,0.801610094521572,0.999945529425441,"makindu vs chicharo","GYPSY12-I_DYA:GYPSY12-LTR_DYA",0.999945529425441,FALSE
"GYPSY12-I_DYA1",35.9561844329708,-0.00356509439474226,0.106321322704856,-0.0335313209433899,0.973250889367971,0.999945529425441,"makindu vs chicharo","GYPSY12-I_DYA",0.999945529425441,FALSE
"GYPSY12_I-INT:GYPSY12A_LTR1",897.860776847037,-0.00431702688887534,0.0940566993039704,-0.0458981329434458,0.963391442305961,0.999945529425441,"makindu vs chicharo","GYPSY12_I-INT:GYPSY12A_LTR",0.999945529425441,FALSE
"GYPSY12_I-INT:GYPSY12_LTR1",4220.56584677744,-0.00942011541169134,0.0838126195527058,-0.112394952716726,0.910510257119994,0.999945529425441,"makindu vs chicharo","GYPSY12_I-INT:GYPSY12_LTR",0.999945529425441,FALSE
"GYPSY12_I-INT1",2414.09219814952,0.00778110031098168,0.0966132704841486,0.0805386286168454,0.935808874809972,0.999945529425441,"makindu vs chicharo","GYPSY12_I-INT",0.999945529425441,FALSE
"GYPSY12-LTR_DPSE1",2.31586281792639,0.00685382583185834,0.0762962668122924,0.0898317325108506,0.928420931227776,0.999945529425441,"makindu vs chicharo","GYPSY12-LTR_DPSE",0.999945529425441,FALSE
"GYPSY12-LTR_DYA:GYPSY12-I_DYA1",28.7352404046485,-0.0176549950868569,0.104856616712779,-0.168372732597478,0.866290058081874,0.999945529425441,"makindu vs chicharo","GYPSY12-LTR_DYA:GYPSY12-I_DYA",0.999945529425441,FALSE
"GYPSY12-LTR_DYA1",6.4598644771462,0.00152663311548161,0.0937170543508286,0.0162898111347661,0.98700318600103,0.999945529425441,"makindu vs chicharo","GYPSY12-LTR_DYA",0.999945529425441,FALSE
"GYPSY12_LTR:GYPSY12_I-INT:GYPSY12_LTR1",563.167950167898,-0.00877721767067346,0.0968892699584245,-0.0905901930568762,0.927818224696981,0.999945529425441,"makindu vs chicharo","GYPSY12_LTR:GYPSY12_I-INT:GYPSY12_LTR",0.999945529425441,FALSE
"GYPSY12_LTR:GYPSY12_I-INT1",225.023295709582,0.00667495678239897,0.104652633318311,0.0637820241187474,0.949143791786113,0.999945529425441,"makindu vs chicharo","GYPSY12_LTR:GYPSY12_I-INT",0.999945529425441,FALSE
"GYPSY12_LTR1",3155.54294661002,-0.00187042777853963,0.0905162068460517,-0.0206640097250299,0.983513678964547,0.999945529425441,"makindu vs chicharo","GYPSY12_LTR",0.999945529425441,FALSE
"GYPSY-13_DAN-I1",50.818931040747,-0.00370577980270497,0.110651431557777,-0.0334905726074586,0.973283383585727,0.999945529425441,"makindu vs chicharo","GYPSY-13_DAN-I",0.999945529425441,FALSE
"GYPSY-13_DAN-LTR1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY-13_DAN-LTR",0.999945529425441,FALSE
"GYPSY-13_DBI-I1",45.6346060091775,-0.0225434224752591,0.105414313405646,-0.213855421972057,0.830659804077594,0.999945529425441,"makindu vs chicharo","GYPSY-13_DBI-I",0.999945529425441,FALSE
"GYPSY-13_DBP-I1",36.1462596550203,0.011035977310137,0.104584825597843,0.105521783366291,0.915961785855033,0.999945529425441,"makindu vs chicharo","GYPSY-13_DBP-I",0.999945529425441,FALSE
"GYPSY-13_DBP-LTR1",4.35837006130972,-0.0218382221280061,0.0856329921762801,-0.255021126472505,0.798706782022054,0.999945529425441,"makindu vs chicharo","GYPSY-13_DBP-LTR",0.999945529425441,FALSE
"GYPSY-13_DEL-I1",60.7688917151885,-0.00255023647128668,0.0846934240810286,-0.0301113870286646,0.975978219314236,0.999945529425441,"makindu vs chicharo","GYPSY-13_DEL-I",0.999945529425441,FALSE
"GYPSY-13_DEU-I1",103.500822224528,-0.0171475191335991,0.110836982346622,-0.154709364785604,0.877050446859059,0.999945529425441,"makindu vs chicharo","GYPSY-13_DEU-I",0.999945529425441,FALSE
"GYPSY-13_DEU-LTR1",15.9370985242922,-0.0121972175069257,0.0991658981035565,-0.12299810459225,0.902108598887122,0.999945529425441,"makindu vs chicharo","GYPSY-13_DEU-LTR",0.999945529425441,FALSE
"GYPSY-13_DFI-I1",28.1471309667356,-0.0228320892171959,0.110381391109134,-0.206847268255768,0.836129139614951,0.999945529425441,"makindu vs chicharo","GYPSY-13_DFI-I",0.999945529425441,FALSE
"GYPSY-13_DRH-I1",408.994522971942,0.0191496870075983,0.105080258357777,0.182238674579553,0.855395423214777,0.999945529425441,"makindu vs chicharo","GYPSY-13_DRH-I",0.999945529425441,FALSE
"GYPSY-13_DRH-LTR1",15.157366997983,-0.00898788639194336,0.104249210134218,-0.0862153907964546,0.931295196176894,0.999945529425441,"makindu vs chicharo","GYPSY-13_DRH-LTR",0.999945529425441,FALSE
"GYPSY-13_DSIM-I:GYPSY-13_DSIM-LTR1",8193.08158424083,-0.00221820837770176,0.0895604932082971,-0.0247677106080995,0.980240246355545,0.999945529425441,"makindu vs chicharo","GYPSY-13_DSIM-I:GYPSY-13_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-13_DSIM-I1",20452.1538326205,0.000629052316827757,0.0890679368029025,0.00706261242156962,0.994364897436884,0.999945529425441,"makindu vs chicharo","GYPSY-13_DSIM-I",0.999945529425441,FALSE
"GYPSY-13_DSIM-LTR:GYPSY-13_DSIM-I:GYPSY-13_DSIM-LTR1",1142.81684291528,-0.00525588124896011,0.0850494591342821,-0.0617979385461082,0.950723745153676,0.999945529425441,"makindu vs chicharo","GYPSY-13_DSIM-LTR:GYPSY-13_DSIM-I:GYPSY-13_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-13_DSIM-LTR:GYPSY-13_DSIM-I1",6366.59122909212,-0.000428193690286319,0.0868142972407124,-0.00493229460925145,0.996064614238323,0.999945529425441,"makindu vs chicharo","GYPSY-13_DSIM-LTR:GYPSY-13_DSIM-I",0.999945529425441,FALSE
"GYPSY-13_DSIM-LTR1",6894.25912605128,-0.000484059549598924,0.095799158796443,-0.00505285803842463,0.995968419738517,0.999945529425441,"makindu vs chicharo","GYPSY-13_DSIM-LTR",0.999945529425441,FALSE
"GYPSY-13_DTA-I1",43.5139794500156,-0.0165184535483965,0.111493756770438,-0.148155861160974,0.882219764998504,0.999945529425441,"makindu vs chicharo","GYPSY-13_DTA-I",0.999945529425441,FALSE
"GYPSY-13_DVIR-I1",58.0672995479506,-0.0223929885776211,0.109210650535655,-0.205043999534736,0.83753774861086,0.999945529425441,"makindu vs chicharo","GYPSY-13_DVIR-I",0.999945529425441,FALSE
"GYPSY-13_DVIR-LTR1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY-13_DVIR-LTR",0.999945529425441,FALSE
"GYPSY-13_DWIL-I1",33.5268596565379,-0.00130066135636269,0.107511903386189,-0.0120978358246588,0.990347559028351,0.999945529425441,"makindu vs chicharo","GYPSY-13_DWIL-I",0.999945529425441,FALSE
"GYPSY13-I_DPSE1",146.772528260093,0.0155220327301543,0.114512537420557,0.135548762430687,0.892178013128843,0.999945529425441,"makindu vs chicharo","GYPSY13-I_DPSE",0.999945529425441,FALSE
"GYPSY13-I_DYA:GYPSY13-LTR_DYA1",26.7577772418138,0.00102778616399249,0.107812700019504,0.00953307137105881,0.992393824743679,0.999945529425441,"makindu vs chicharo","GYPSY13-I_DYA:GYPSY13-LTR_DYA",0.999945529425441,FALSE
"GYPSY13-I_DYA1",85.4357026628659,-0.0121515392893113,0.11226667411969,-0.108238169381915,0.913806768008747,0.999945529425441,"makindu vs chicharo","GYPSY13-I_DYA",0.999945529425441,FALSE
"GYPSY13-LTR_DPSE1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY13-LTR_DPSE",0.999945529425441,FALSE
