"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","population","TE","BH","signif"
"GYPSY13-LTR_DYA:GYPSY13-I_DYA1",2.33695897212524,0.00196442866785213,0.0782315012869366,0.0251104559613017,0.979966860161844,0.999945529425441,"makindu vs chicharo","GYPSY13-LTR_DYA:GYPSY13-I_DYA",0.999945529425441,FALSE
"GYPSY13-LTR_DYA1",29.9154900573434,-0.0122248033515991,0.107913313492906,-0.113283550990237,0.909805757695765,0.999945529425441,"makindu vs chicharo","GYPSY13-LTR_DYA",0.999945529425441,FALSE
"GYPSY-14B_DWIL-I1",17.7977600368581,0.00411715452605973,0.104973128737456,0.0392210328069478,0.96871416478168,0.999945529425441,"makindu vs chicharo","GYPSY-14B_DWIL-I",0.999945529425441,FALSE
"GYPSY-14B_DWIL-LTR1",2.75544051253041,-0.0167413405387109,0.0768180585844456,-0.217934960180063,0.827479787476757,0.999945529425441,"makindu vs chicharo","GYPSY-14B_DWIL-LTR",0.999945529425441,FALSE
"GYPSY-14_DAN-I1",1077.6701002034,0.00478063249856068,0.114446582583924,0.0417717365658779,0.96668066629308,0.999945529425441,"makindu vs chicharo","GYPSY-14_DAN-I",0.999945529425441,FALSE
"GYPSY-14_DAN-LTR:GYPSY-14_DAN-I1",2.01721273350523,-0.00133843270392262,0.0749664618745158,-0.0178537531378096,0.985755522776263,0.999945529425441,"makindu vs chicharo","GYPSY-14_DAN-LTR:GYPSY-14_DAN-I",0.999945529425441,FALSE
"GYPSY-14_DBI-I1",21.3107688646606,-0.0293849891496891,0.10482731471,-0.280318056710517,0.779233498646944,0.999945529425441,"makindu vs chicharo","GYPSY-14_DBI-I",0.999945529425441,FALSE
"GYPSY-14_DBI-LTR1",4.13316076879562,-0.0201795882133282,0.083200536102719,-0.24254156473721,0.808360554080431,0.999945529425441,"makindu vs chicharo","GYPSY-14_DBI-LTR",0.999945529425441,FALSE
"GYPSY-14_DBP-I1",20.107669239837,0.0472183147222569,0.106414288057569,0.443721567696925,0.657243900231289,0.999945529425441,"makindu vs chicharo","GYPSY-14_DBP-I",0.999945529425441,FALSE
"GYPSY-14_DEL-I1",204.038954267088,0.00836034157136087,0.0821075382514967,0.10182185155464,0.918898080760705,0.999945529425441,"makindu vs chicharo","GYPSY-14_DEL-I",0.999945529425441,FALSE
"GYPSY-14_DEL-LTR1",1.60292954877931,-0.0139421473754865,0.0687211457753058,-0.202880019216683,0.839228811864875,0.999945529425441,"makindu vs chicharo","GYPSY-14_DEL-LTR",0.999945529425441,FALSE
"GYPSY-14_DEU-I1",44.08385387798,0.0110502539223477,0.106757972774461,0.103507528619832,0.917560174616231,0.999945529425441,"makindu vs chicharo","GYPSY-14_DEU-I",0.999945529425441,FALSE
"GYPSY-14_DEU-LTR1",5.73609031757493,-0.0238706616689237,0.088972200477398,-0.268293484266332,0.788473421237783,0.999945529425441,"makindu vs chicharo","GYPSY-14_DEU-LTR",0.999945529425441,FALSE
"GYPSY-14_DFI-I1",304.026449314031,-0.0310588781806234,0.103698311404643,-0.299511899084143,0.764549494351523,0.999945529425441,"makindu vs chicharo","GYPSY-14_DFI-I",0.999945529425441,FALSE
"GYPSY-14_DFI-LTR1",1.79200344099113,0.00214916548242529,0.0719065106216322,0.0298883294968111,0.976156113405105,0.999945529425441,"makindu vs chicharo","GYPSY-14_DFI-LTR",0.999945529425441,FALSE
"GYPSY-14_DRH-I1",23.0870444984346,-0.0211466325511709,0.100614803349447,-0.210174167689084,0.833531740469699,0.999945529425441,"makindu vs chicharo","GYPSY-14_DRH-I",0.999945529425441,FALSE
"GYPSY-14_DRH-LTR1",5.49642740560691,0.0130299869042811,0.0930952356716458,0.139964057347026,0.888688388874887,0.999945529425441,"makindu vs chicharo","GYPSY-14_DRH-LTR",0.999945529425441,FALSE
"GYPSY-14_DTA-I1",30.1100364929977,-0.00848783393932717,0.109882239559744,-0.0772448211224553,0.938428786037959,0.999945529425441,"makindu vs chicharo","GYPSY-14_DTA-I",0.999945529425441,FALSE
"GYPSY-14_DTA-LTR1",1.37772025626521,-0.0110615490576396,0.0635356770954607,-0.174099806019536,0.861787025645885,0.999945529425441,"makindu vs chicharo","GYPSY-14_DTA-LTR",0.999945529425441,FALSE
"GYPSY-14_DWIL-I1",338.998474696274,-0.0083725191627141,0.0929011262947054,-0.0901229026670182,0.928189549578078,0.999945529425441,"makindu vs chicharo","GYPSY-14_DWIL-I",0.999945529425441,FALSE
"GYPSY-14_DWIL-LTR1",1.37772025626521,-0.0110615490576396,0.0635356770954607,-0.174099806019536,0.861787025645885,0.999945529425441,"makindu vs chicharo","GYPSY-14_DWIL-LTR",0.999945529425441,FALSE
"GYPSY14-I_DPSE1",2.98064980504452,-0.0188139899475703,0.079963066559482,-0.235283497207741,0.813988702957487,0.999945529425441,"makindu vs chicharo","GYPSY14-I_DPSE",0.999945529425441,FALSE
"GYPSY14-I_DYA1",48.3653376384793,-0.0134874951799236,0.106866940080983,-0.126208303238616,0.899567038890892,0.999945529425441,"makindu vs chicharo","GYPSY14-I_DYA",0.999945529425441,FALSE
"GYPSY14-LTR_DPSE1",83.5256840628572,-0.0246639107874544,0.109838015682489,-0.224548036799489,0.822330893093162,0.999945529425441,"makindu vs chicharo","GYPSY14-LTR_DPSE",0.999945529425441,FALSE
"GYPSY-15_DAN-I1",17.8154505929521,0.00248477262534946,0.0983317760919107,0.0252692743292559,0.97984018163521,0.999945529425441,"makindu vs chicharo","GYPSY-15_DAN-I",0.999945529425441,FALSE
"GYPSY-15_DAN-LTR1",4.45290700741563,-0.0174116614647219,0.0865449119159052,-0.201186425397725,0.840552805450025,0.999945529425441,"makindu vs chicharo","GYPSY-15_DAN-LTR",0.999945529425441,FALSE
"GYPSY-15_DBI-I1",75.9127242507036,0.0282647655651828,0.112610384949759,0.250996083334526,0.801817137330556,0.999945529425441,"makindu vs chicharo","GYPSY-15_DBI-I",0.999945529425441,FALSE
"GYPSY-15_DBI-LTR1",4.13316076879562,-0.0201795882133282,0.083200536102719,-0.24254156473721,0.808360554080431,0.999945529425441,"makindu vs chicharo","GYPSY-15_DBI-LTR",0.999945529425441,FALSE
"GYPSY-15_DBP-I1",32.4167098419912,0.00526972688983372,0.105716859593298,0.0498475542132713,0.960243870977675,0.999945529425441,"makindu vs chicharo","GYPSY-15_DBP-I",0.999945529425441,FALSE
"GYPSY-15_DBP-LTR1",4.92686592570837,0.0168777121594674,0.0771409782846345,0.218790486389634,0.826813258104355,0.999945529425441,"makindu vs chicharo","GYPSY-15_DBP-LTR",0.999945529425441,FALSE
"GYPSY-15_DEL-I:GYPSY-15_DEL-LTR1",7.43355681246015,-0.0235750478453694,0.0932554123860291,-0.252800853507364,0.80042210811701,0.999945529425441,"makindu vs chicharo","GYPSY-15_DEL-I:GYPSY-15_DEL-LTR",0.999945529425441,FALSE
"GYPSY-15_DEL-I1",97.3216429764451,-0.0257294394080306,0.110951370578374,-0.231898346761349,0.816616968625703,0.999945529425441,"makindu vs chicharo","GYPSY-15_DEL-I",0.999945529425441,FALSE
"GYPSY-15_DEL-LTR:GYPSY-15_DEL-I1",25.3000778553573,-0.0105694104393247,0.109677774501294,-0.0963678419568954,0.923228431625918,0.999945529425441,"makindu vs chicharo","GYPSY-15_DEL-LTR:GYPSY-15_DEL-I",0.999945529425441,FALSE
"GYPSY-15_DEL-LTR1",396.284903756936,0.0085350482808838,0.102730395766216,0.0830820149890893,0.933786326358782,0.999945529425441,"makindu vs chicharo","GYPSY-15_DEL-LTR",0.999945529425441,FALSE
"GYPSY-15_DFI-LTR1",8.26212318191199,-0.0142586185987266,0.0969149963060821,-0.147124997597836,0.883033359345535,0.999945529425441,"makindu vs chicharo","GYPSY-15_DFI-LTR",0.999945529425441,FALSE
"GYPSY-15_DRH-I1",1267.40009070977,-0.00799696385759992,0.095680168890774,-0.0835801603436659,0.933390241486158,0.999945529425441,"makindu vs chicharo","GYPSY-15_DRH-I",0.999945529425441,FALSE
"GYPSY-15_DRH-LTR1",293.637520039883,0.00420427297050167,0.0968526484844168,0.0434089623390951,0.965375533523551,0.999945529425441,"makindu vs chicharo","GYPSY-15_DRH-LTR",0.999945529425441,FALSE
"GYPSY-15_DTA-I1",101.440186870992,0.0129417963468718,0.112030970644011,0.115519809142737,0.908033120159434,0.999945529425441,"makindu vs chicharo","GYPSY-15_DTA-I",0.999945529425441,FALSE
"GYPSY-15_DWIL-I1",54.9281767665431,-0.00139254762161283,0.106420456946001,-0.0130853377402751,0.989559708986649,0.999945529425441,"makindu vs chicharo","GYPSY-15_DWIL-I",0.999945529425441,FALSE
"GYPSY-15_DWIL-LTR1",0.900837170056412,-0.0116356687993444,0.0568087485699112,-0.204821776438626,0.837711372554306,0.999945529425441,"makindu vs chicharo","GYPSY-15_DWIL-LTR",0.999945529425441,FALSE
"GYPSY15-I_DPSE1",63.8823746932294,0.0487352390402732,0.10869703879478,0.448358479500858,0.653894502112875,0.999945529425441,"makindu vs chicharo","GYPSY15-I_DPSE",0.999945529425441,FALSE
"GYPSY15-I_DYA:GYPSY15-LTR_DYA1",7.47750473880985,0.0165581887643366,0.0977844009810492,0.169333642157767,0.865534215442849,0.999945529425441,"makindu vs chicharo","GYPSY15-I_DYA:GYPSY15-LTR_DYA",0.999945529425441,FALSE
"GYPSY15-I_DYA1",2576.93535437426,-0.0237554291181468,0.116253746745355,-0.204341191429996,0.83808688288255,0.999945529425441,"makindu vs chicharo","GYPSY15-I_DYA",0.999945529425441,FALSE
"GYPSY15-LTR_DPSE1",27.7079292438632,-0.0188054606199847,0.100636034092178,-0.186866074260833,0.851765639432089,0.999945529425441,"makindu vs chicharo","GYPSY15-LTR_DPSE",0.999945529425441,FALSE
"GYPSY15-LTR_DYA:GYPSY15-I_DYA:GYPSY15-LTR_DYA1",12.3994823063869,-0.027732071197509,0.0943661075984596,-0.293877451378123,0.768851548885483,0.999945529425441,"makindu vs chicharo","GYPSY15-LTR_DYA:GYPSY15-I_DYA:GYPSY15-LTR_DYA",0.999945529425441,FALSE
"GYPSY15-LTR_DYA1",1.18444800837414,0.00748342330705976,0.0614952358551602,0.121691106684841,0.903143656727477,0.999945529425441,"makindu vs chicharo","GYPSY15-LTR_DYA",0.999945529425441,FALSE
"GYPSY-16_DAN-I1",89.7601310339098,-0.0148046020930833,0.106549496907224,-0.138945771897676,0.889493000999324,0.999945529425441,"makindu vs chicharo","GYPSY-16_DAN-I",0.999945529425441,FALSE
"GYPSY-16_DBI-I1",111.270231757892,-0.00625646947124735,0.110527460079563,-0.0566055663157701,0.954859400378116,0.999945529425441,"makindu vs chicharo","GYPSY-16_DBI-I",0.999945529425441,FALSE
"GYPSY-16_DBP-I1",656.548803154492,-0.030443076193685,0.103647928029326,-0.293716206126874,0.76897476956173,0.999945529425441,"makindu vs chicharo","GYPSY-16_DBP-I",0.999945529425441,FALSE
"GYPSY-16_DEL-I1",22.5236453850887,-0.00434021201501057,0.106549767502134,-0.0407341293815928,0.967507852854086,0.999945529425441,"makindu vs chicharo","GYPSY-16_DEL-I",0.999945529425441,FALSE
"GYPSY-16_DEL-LTR1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY-16_DEL-LTR",0.999945529425441,FALSE
"GYPSY-16_DRH-I1",231.519357521438,0.0175902740139458,0.108619297394734,0.161944280950564,0.871349731878286,0.999945529425441,"makindu vs chicharo","GYPSY-16_DRH-I",0.999945529425441,FALSE
"GYPSY-16_DTA-I1",21.0691446451541,0.0268011148302752,0.103379495697639,0.259249812058112,0.795442500006238,0.999945529425441,"makindu vs chicharo","GYPSY-16_DTA-I",0.999945529425441,FALSE
"GYPSY-16_DWIL-I1",3.9187923667057,-0.00311974452399704,0.0859036376759767,-0.0363167917959951,0.971029760854645,0.999945529425441,"makindu vs chicharo","GYPSY-16_DWIL-I",0.999945529425441,FALSE
"GYPSY16-I_DPSE1",53.67661682897,0.0039650927626683,0.112434685099976,0.0352657434771359,0.971867839075103,0.999945529425441,"makindu vs chicharo","GYPSY16-I_DPSE",0.999945529425441,FALSE
"GYPSY16-I_DYA:GYPSY16-LTR_DYA1",5.87457519003055,0.0265069262531415,0.0946219454319131,0.280135079998065,0.779373871774156,0.999945529425441,"makindu vs chicharo","GYPSY16-I_DYA:GYPSY16-LTR_DYA",0.999945529425441,FALSE
"GYPSY16-I_DYA1",336.862564497867,0.028854204656033,0.11556349869618,0.249682685117484,0.802832749459685,0.999945529425441,"makindu vs chicharo","GYPSY16-I_DYA",0.999945529425441,FALSE
"GYPSY16-LTR_DPSE1",1.37772025626521,-0.0110615490576396,0.0635356770954607,-0.174099806019536,0.861787025645885,0.999945529425441,"makindu vs chicharo","GYPSY16-LTR_DPSE",0.999945529425441,FALSE
"GYPSY16-LTR_DYA:GYPSY16-I_DYA1",18.4187032940873,-0.0255184616866108,0.107656766190606,-0.237035372597301,0.812629348732286,0.999945529425441,"makindu vs chicharo","GYPSY16-LTR_DYA:GYPSY16-I_DYA",0.999945529425441,FALSE
"GYPSY16-LTR_DYA1",19.6904615285113,0.00250399155402683,0.106789488588787,0.0234479215802683,0.9812929796062,0.999945529425441,"makindu vs chicharo","GYPSY16-LTR_DYA",0.999945529425441,FALSE
"GYPSY-17_DAN-I1",31.5352144701782,0.002647041482653,0.107751335985779,0.0245662056849332,0.980400975116537,0.999945529425441,"makindu vs chicharo","GYPSY-17_DAN-I",0.999945529425441,FALSE
"GYPSY-17_DAN-LTR1",2.6356090565464,0.0100513195367126,0.0800061924246277,0.125631769643103,0.900023413653087,0.999945529425441,"makindu vs chicharo","GYPSY-17_DAN-LTR",0.999945529425441,FALSE
"GYPSY-17_DBI-I1",20.7677775237418,0.0184339405300242,0.100392270854496,0.183619121005257,0.854312261775628,0.999945529425441,"makindu vs chicharo","GYPSY-17_DBI-I",0.999945529425441,FALSE
"GYPSY-17_DBI-LTR1",2.73014600265231,0.0157760690105053,0.0809493952886804,0.194888040290418,0.84548059714105,0.999945529425441,"makindu vs chicharo","GYPSY-17_DBI-LTR",0.999945529425441,FALSE
"GYPSY-17_DBP-I1",20.3888355404053,-0.0249861103548848,0.101943333856422,-0.245098030539942,0.806380527828394,0.999945529425441,"makindu vs chicharo","GYPSY-17_DBP-I",0.999945529425441,FALSE
"GYPSY-17_DBP-LTR1",15.7944152961573,-0.0273651689799589,0.0981015902141011,-0.27894725172381,0.780285305516457,0.999945529425441,"makindu vs chicharo","GYPSY-17_DBP-LTR",0.999945529425441,FALSE
"GYPSY-17_DEL-I1",64.0529995965595,0.00837380426869415,0.107243015295338,0.078082514237719,0.937762416340271,0.999945529425441,"makindu vs chicharo","GYPSY-17_DEL-I",0.999945529425441,FALSE
"GYPSY-17_DEL-LTR1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY-17_DEL-LTR",0.999945529425441,FALSE
"GYPSY-17_DRH-I1",284.08910302379,-0.0148330722755611,0.112493364016388,-0.131857309142255,0.895097156083302,0.999945529425441,"makindu vs chicharo","GYPSY-17_DRH-I",0.999945529425441,FALSE
"GYPSY-17_DRH-LTR1",2.05334813380752,-0.0180870138363139,0.0754125029564865,-0.239841049258771,0.810453482850877,0.999945529425441,"makindu vs chicharo","GYPSY-17_DRH-LTR",0.999945529425441,FALSE
"GYPSY-17_DTA-I:GYPSY-17_DTA-LTR1",1.47225720237112,-0.00187157870358978,0.0659544270439044,-0.0283768472788629,0.977361589958858,0.999945529425441,"makindu vs chicharo","GYPSY-17_DTA-I:GYPSY-17_DTA-LTR",0.999945529425441,FALSE
"GYPSY-17_DTA-I1",232.348430240572,0.00295147618418979,0.115498045086974,0.0255543388805172,0.979612806458436,0.999945529425441,"makindu vs chicharo","GYPSY-17_DTA-I",0.999945529425441,FALSE
"GYPSY-17_DTA-LTR1",5.93610929667164,-0.00289198245563243,0.0777268559803137,-0.0372069913179673,0.97031996420814,0.999945529425441,"makindu vs chicharo","GYPSY-17_DTA-LTR",0.999945529425441,FALSE
"GYPSY-17_DWIL-I1",29.7506463215064,0.00852834446278715,0.109098613790762,0.0781709699734912,0.937692053940998,0.999945529425441,"makindu vs chicharo","GYPSY-17_DWIL-I",0.999945529425441,FALSE
"GYPSY17-I_DPSE1",49.4942450659584,-0.00546018438071637,0.10927823652954,-0.0499658903192528,0.96014956993584,0.999945529425441,"makindu vs chicharo","GYPSY17-I_DPSE",0.999945529425441,FALSE
"GYPSY17-I_DYA1",65.905574463156,0.00448979559978516,0.113288857926837,0.0396313960785508,0.968386996643475,0.999945529425441,"makindu vs chicharo","GYPSY17-I_DYA",0.999945529425441,FALSE
"GYPSY-18_DAN-I1",70.1300123144955,-0.0104036300676038,0.0953487446528789,-0.109111348088311,0.913114174158269,0.999945529425441,"makindu vs chicharo","GYPSY-18_DAN-I",0.999945529425441,FALSE
"GYPSY-18_DBP-I1",70.1951199567354,-0.00331187180607445,0.111034507686736,-0.0298274101905177,0.976204698317677,0.999945529425441,"makindu vs chicharo","GYPSY-18_DBP-I",0.999945529425441,FALSE
"GYPSY-18_DEL-I1",176.481124945726,-0.00907861390370466,0.112769604553135,-0.0805058591779224,0.935834936412728,0.999945529425441,"makindu vs chicharo","GYPSY-18_DEL-I",0.999945529425441,FALSE
"GYPSY-18_DEL-LTR1",4.36921095173391,-0.00658749655273599,0.0889924824848126,-0.0740230676659706,0.94099203026821,0.999945529425441,"makindu vs chicharo","GYPSY-18_DEL-LTR",0.999945529425441,FALSE
"GYPSY-18_DTA-I1",23.2466255250891,-0.00747549579194698,0.105068399136488,-0.0711488502098144,0.943279289805368,0.999945529425441,"makindu vs chicharo","GYPSY-18_DTA-I",0.999945529425441,FALSE
"GYPSY-18_DTA-LTR1",22.5850752952691,-0.0149704036636941,0.10723970596409,-0.139597582155877,0.888977951075963,0.999945529425441,"makindu vs chicharo","GYPSY-18_DTA-LTR",0.999945529425441,FALSE
"GYPSY-18_DWIL-I1",47.8609244355901,-0.00528407948815078,0.112549543760965,-0.0469489196630884,0.962553938800805,0.999945529425441,"makindu vs chicharo","GYPSY-18_DWIL-I",0.999945529425441,FALSE
"GYPSY-18_DWIL-LTR1",817.146413166695,-0.0199823504372385,0.110614522825668,-0.180648525408652,0.856643464668458,0.999945529425441,"makindu vs chicharo","GYPSY-18_DWIL-LTR",0.999945529425441,FALSE
"GYPSY18-I_DPSE1",29.950936896532,-0.00966147264908645,0.103785227427498,-0.0930910196813487,0.925831251712216,0.999945529425441,"makindu vs chicharo","GYPSY18-I_DPSE",0.999945529425441,FALSE
"GYPSY18-I_DYA1",235.976963110177,-0.0248152842126324,0.113127002135506,-0.21935774611006,0.82637138216612,0.999945529425441,"makindu vs chicharo","GYPSY18-I_DYA",0.999945529425441,FALSE
"GYPSY18-LTR_DYA1",0.712933269147083,0.0232375590650018,0.0518094690294329,0.448519537071506,0.653778289456527,0.999945529425441,"makindu vs chicharo","GYPSY18-LTR_DYA",0.999945529425441,FALSE
"GYPSY-19_DAN-I1",103.857371118322,-0.00799604427727476,0.102308885266229,-0.0781559124260553,0.937704031481147,0.999945529425441,"makindu vs chicharo","GYPSY-19_DAN-I",0.999945529425441,FALSE
"GYPSY-19_DAN-LTR1",38.1685265254448,-0.0285536632816714,0.101994103433791,-0.279954059307035,0.779512751392862,0.999945529425441,"makindu vs chicharo","GYPSY-19_DAN-LTR",0.999945529425441,FALSE
"GYPSY-19_DBP-I1",16.8379356943486,-0.0142972915274095,0.101641134314748,-0.140664423157023,0.88813505179222,0.999945529425441,"makindu vs chicharo","GYPSY-19_DBP-I",0.999945529425441,FALSE
"GYPSY-19_DEL-I1",39.950003644758,0.0347269286244803,0.103548990143241,0.335367139519582,0.737348152949461,0.999945529425441,"makindu vs chicharo","GYPSY-19_DEL-I",0.999945529425441,FALSE
"GYPSY-19_DEL-LTR1",4.89424031997166,0.027171376819777,0.0875773222825559,0.310255852903476,0.756366400040063,0.999945529425441,"makindu vs chicharo","GYPSY-19_DEL-LTR",0.999945529425441,FALSE
"GYPSY-19_DTA-I1",42.1049065137803,-0.0204122228677531,0.110216422834069,-0.185201282557354,0.853071163159185,0.999945529425441,"makindu vs chicharo","GYPSY-19_DTA-I",0.999945529425441,FALSE
"GYPSY-19_DWIL-I1",137.639685414421,0.00128801284516546,0.110518858270867,0.0116542358952778,0.990701475601159,0.999945529425441,"makindu vs chicharo","GYPSY-19_DWIL-I",0.999945529425441,FALSE
"GYPSY-19_DWIL-LTR1",25.7200421557889,0.0109802589867538,0.0862509969516877,0.127305879060206,0.898698307352237,0.999945529425441,"makindu vs chicharo","GYPSY-19_DWIL-LTR",0.999945529425441,FALSE
"GYPSY19-I_DPSE1",74.1734822332636,0.0284580280027475,0.107439249032494,0.264875529743704,0.791105349678302,0.999945529425441,"makindu vs chicharo","GYPSY19-I_DPSE",0.999945529425441,FALSE
"GYPSY19-I_DYA1",95.2837113224691,-0.0201611900361489,0.106609191940314,-0.189113055536865,0.850004209278305,0.999945529425441,"makindu vs chicharo","GYPSY19-I_DYA",0.999945529425441,FALSE
"GYPSY19-LTR_DPSE1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY19-LTR_DPSE",0.999945529425441,FALSE
"GYPSY19-LTR_DYA1",7.43355681246015,-0.0235750478453694,0.0932554123860291,-0.252800853507364,0.80042210811701,0.999945529425441,"makindu vs chicharo","GYPSY19-LTR_DYA",0.999945529425441,FALSE
"GYPSY-1_DAN-I1",90.1637831624714,-0.00440842218705075,0.11266275036278,-0.0391293677178604,0.968787246840098,0.999945529425441,"makindu vs chicharo","GYPSY-1_DAN-I",0.999945529425441,FALSE
"GYPSY-1_DAN-LTR1",0.225209292514103,-0.00409939508565941,0.0338956938919664,-0.120941471171092,0.903737393994461,0.999945529425441,"makindu vs chicharo","GYPSY-1_DAN-LTR",0.999945529425441,FALSE
"GYPSY-1_DBI-I1",128.801503593724,-0.0132964399446518,0.0975596974042969,-0.136290295054423,0.891591795721376,0.999945529425441,"makindu vs chicharo","GYPSY-1_DBI-I",0.999945529425441,FALSE
"GYPSY-1_DBI-LTR1",1.88654038709704,0.00915143086207183,0.0731670973178091,0.125075767627102,0.900463567259366,0.999945529425441,"makindu vs chicharo","GYPSY-1_DBI-LTR",0.999945529425441,FALSE
"GYPSY-1_DBP-I1",318.505997786454,-0.0251767718973514,0.112282829586817,-0.224226375395044,0.822581161329352,0.999945529425441,"makindu vs chicharo","GYPSY-1_DBP-I",0.999945529425441,FALSE
